number_of_words,number_of_characters,average_word_len,number_of_stop_words,number_of_tags,number_of_hash_tags,readability,number_of_digits,number_of_secure_links,number_of_unsecured_links,number_of_percent,number_of_exclamation_marks,number_of_question_marks,number_of_commas,number_of_points,number_of_male_terms,number_of_female_terms,number_of_emoji,number_of_tildes,number_of_dollars,number_of_circumflex_accents,number_of_ampersands,number_of_stars,number_of_parenthesis,number_of_minuses,number_of_underscores,number_of_equals,number_of_pluses,number_of_brackets,number_of_curly_brackets,number_of_vertical_bars,number_of_semicolons,number_of_colons,number_of_apostrophes,number_of_grave_accents,number_of_quotation_marks,number_of_slashes,number_of_less_grater_than_signs,author_class
17.59,104.28,4.75224162516672,5.26,0.61,0.04,-3.7791325184764055,1.53,1.02,1.02,0.02,0.25,0.02,0.19,1.61,1.2,0.12,0.76,0.0,0.0,0.0,0.19,0.02,0.13,0.16,0.08,0.03,0.0,0.0,0.0,0.0,0.19,1.46,0.31,0.0,0.07,3.03,0.0,1
18.08,105.8,4.6964817187319525,5.29,0.46,0.1,-3.6308353982300883,1.93,1.1,1.1,0.02,0.22,0.05,0.28,1.55,1.0,0.05,0.77,0.0,0.0,0.0,0.07,0.0,0.12,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.09,1.54,0.25,0.0,0.25,3.36,0.0,1
17.92,104.42,4.644917760271803,5.53,0.7,0.04,-4.307896428571427,2.5,1.07,1.08,0.01,0.42,0.05,0.51,1.53,0.86,0.11,0.64,0.0,0.0,0.0,0.01,0.02,0.07,0.06,0.1,0.0,0.0,0.0,0.0,0.0,0.01,1.26,0.25,0.0,0.13,3.24,0.0,1
18.15,107.18,4.733162928373232,5.29,0.69,0.18,-3.5964586776859484,2.15,1.18,1.19,0.01,0.42,0.02,0.26,1.45,0.98,0.1,0.745,0.0,0.01,0.0,0.06,0.02,0.0,0.1,0.11,0.0,0.0,0.03,0.0,0.0,0.07,1.47,0.12,0.0,0.14,3.55,0.0,1
15.75,88.21,4.46908745198488,5.98,0.73,0.17,-5.701468253968255,1.49,0.56,0.56,0.0,0.14,0.04,0.13,1.1,1.4,0.09,1.255,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.01,0.01,1.09,0.35,0.0,0.08,1.67,0.0,1
18.55,102.64,4.569820760764218,6.97,0.88,0.18,-4.557871967654986,1.61,0.45,0.45,0.0,0.11,0.0,0.17,0.84,1.41,0.06,1.125,0.0,0.0,0.0,0.01,0.0,0.06,0.06,0.23,0.0,0.0,0.0,0.0,0.0,0.01,1.11,0.44,0.0,0.0,1.33,0.0,1
15.46,87.54,4.416311076040115,5.47,0.64,0.14,-5.881686675291073,1.7,0.46,0.46,0.03,0.18,0.07,0.14,0.84,1.29,0.02,1.955,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.1,0.0,0.0,0.02,0.0,0.0,0.01,0.99,0.24,0.0,0.05,1.33,0.0,1
18.49,99.82,4.4088753391157,7.03,0.74,0.12,-5.277331584640345,1.73,0.39,0.39,0.0,0.09,0.1,0.12,0.67,1.89,0.07,0.945,0.0,0.0,0.0,0.0,0.02,0.04,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.54,0.0,0.03,1.18,0.0,1
22.64,116.8,4.230312206105688,10.07,0.76,0.07,-3.7270077738515894,1.67,0.2,0.2,0.01,0.04,0.04,0.12,0.4,2.44,0.12,0.585,0.0,0.0,0.0,0.02,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.47,0.78,0.0,0.01,0.62,0.0,1
16.93,92.0,4.763934227518241,6.67,0.88,0.07,-5.46751264028352,1.4,0.35,0.36,0.0,0.07,0.02,0.08,0.63,1.41,0.02,1.095,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.38,0.0,0.05,1.03,0.0,1
14.58,82.69,4.7750623626976205,5.61,0.85,0.04,-6.051399451303155,1.17,0.5,0.5,0.0,0.14,0.04,0.05,0.88,1.28,0.04,1.465,0.0,0.0,0.0,0.0,0.05,0.0,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.32,0.0,0.09,1.49,0.0,1
15.54,85.12,4.540027405015657,5.95,0.65,0.09,-6.127598198198198,1.66,0.43,0.43,0.0,0.09,0.01,0.07,0.73,1.48,0.08,1.38,0.0,0.0,0.0,0.01,0.0,0.02,0.04,0.07,0.01,0.0,0.01,0.0,0.0,0.01,0.76,0.33,0.0,0.02,1.32,0.0,1
14.41,79.9,4.624181031577764,5.16,0.74,0.09,-6.129572588480222,1.69,0.4,0.4,0.01,0.02,0.01,0.11,0.82,1.3,0.07,1.135,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.77,0.36,0.0,0.03,1.21,0.0,1
15.3,84.77,4.497253875242688,6.0,0.75,0.05,-6.152411764705882,1.36,0.33,0.34,0.01,0.0,0.07,0.06,0.68,1.33,0.08,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.34,0.0,0.02,0.99,0.0,1
15.9,93.99,4.921704844378273,5.43,1.66,0.14,-4.691264150943395,1.95,0.24,0.31,0.02,0.23,0.14,0.51,0.86,1.16,0.13,0.49,0.0,0.01,0.0,0.02,0.0,0.04,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.02,0.8,0.39,0.0,0.02,0.93,0.0,1
16.89,100.22,5.022021161300358,5.33,1.51,0.22,-4.349969271758436,2.53,0.55,0.55,0.0,0.22,0.1,0.42,0.85,1.18,0.17,0.805,0.0,0.0,0.0,0.01,0.0,0.02,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.01,1.13,0.26,0.0,0.06,1.45,0.0,1
17.74,104.65,4.853518021438785,6.15,1.55,0.14,-3.895526268320179,1.91,0.37,0.37,0.01,0.13,0.11,0.57,0.79,1.36,0.21,0.62,0.0,0.03,0.0,0.01,0.0,0.03,0.07,0.06,0.0,0.01,0.0,0.0,0.0,0.01,0.98,0.36,0.0,0.04,1.08,0.0,1
13.64,79.95,5.0822959953739195,4.75,1.43,0.07,-6.014095014662756,1.62,0.24,0.24,0.0,0.12,0.17,0.39,0.52,1.11,0.13,0.51,0.0,0.0,0.0,0.03,0.0,0.02,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.03,0.58,0.32,0.0,0.12,0.72,0.0,1
12.64,76.5,5.240894861950585,4.07,1.38,0.03,-5.768627848101264,1.64,0.17,0.17,0.01,0.24,0.09,0.46,0.6,0.95,0.12,0.535,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.15,0.0,0.02,0.48,0.0,1
15.55,90.33,5.059944133612257,5.48,1.4,0.03,-5.20009807073955,1.8,0.24,0.25,0.01,0.12,0.08,0.38,0.76,1.32,0.25,0.75,0.0,0.08,0.0,0.02,0.0,0.0,0.06,0.05,0.01,0.0,0.0,0.0,0.0,0.03,0.68,0.12,0.0,0.0,0.73,0.0,1
14.58,85.75,4.95192224975978,5.17,1.34,0.17,-5.403937174211247,1.86,0.36,0.36,0.0,0.17,0.14,0.33,0.79,1.1,0.16,0.545,0.0,0.03,0.0,0.01,0.0,0.02,0.03,0.12,0.0,0.01,0.0,0.0,0.0,0.01,0.87,0.05,0.0,0.03,1.07,0.0,1
12.4,74.45,5.459659445943767,4.18,1.31,0.1,-5.88174193548387,1.09,0.24,0.24,0.02,0.21,0.14,0.36,0.63,1.18,0.11,0.48,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.09,0.0,0.0,0.0,0.0,0.01,0.01,0.62,0.04,0.0,0.02,0.75,0.0,1
15.05,89.77,4.953018881397913,4.89,1.37,0.12,-4.8436893687707645,1.43,0.4,0.4,0.01,0.12,0.03,0.38,0.95,1.38,0.17,0.62,0.0,0.02,0.0,0.0,0.0,0.02,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.05,0.0,0.0,1.2,0.0,1
14.58,83.69,5.1383319283303805,5.66,1.37,0.06,-5.436310288065844,1.36,0.25,0.25,0.0,0.08,0.21,0.45,0.58,1.39,0.14,0.405,0.0,0.01,0.0,0.0,0.01,0.0,0.05,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.04,0.0,0.0,0.76,0.0,1
15.46,91.59,4.954721716214056,5.26,0.76,0.12,-4.87418344113842,1.92,0.61,0.61,0.0,0.12,0.1,0.1,1.09,1.13,0.14,0.725,0.0,0.0,0.0,0.01,0.02,0.0,0.05,0.14,0.0,0.01,0.0,0.0,0.0,0.01,0.85,0.35,0.0,0.21,1.83,0.0,1
16.81,96.57,4.714877459381785,5.87,1.07,0.09,-4.969733551457466,1.83,0.48,0.48,0.04,0.24,0.14,0.12,1.0,1.21,0.13,0.68,0.0,0.0,0.0,0.03,0.0,0.02,0.01,0.21,0.01,0.0,0.0,0.0,0.0,0.03,0.82,0.61,0.0,0.19,1.43,0.0,1
18.89,115.76,5.176625511157628,6.56,1.98,0.05,-3.6003483853890934,2.46,0.34,0.34,0.0,0.22,0.19,0.13,1.1,1.43,0.12,0.39,0.0,0.0,0.0,0.0,0.03,0.02,0.1,0.44,0.0,0.02,0.04,0.0,0.0,0.0,0.58,0.49,0.0,0.24,1.02,0.0,1
16.75,95.66,4.733346316583852,5.78,0.88,0.26,-4.541798507462687,1.82,0.4,0.4,0.0,0.39,0.1,0.11,0.82,1.16,0.13,0.705,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.19,0.0,0.02,0.0,0.0,0.0,0.08,0.61,0.41,0.0,0.12,1.2,0.0,1
16.18,95.99,4.81252893510069,5.42,0.93,0.4,-4.677945859085291,1.41,0.5,0.5,0.0,0.37,0.09,0.13,1.02,1.26,0.17,0.595,0.0,0.0,0.0,0.02,0.02,0.0,0.05,0.14,0.0,0.01,0.0,0.0,0.0,0.02,0.79,0.45,0.0,0.06,1.48,0.0,1
16.56,97.75,4.858000370037472,5.63,0.83,0.23,-4.606841545893719,1.62,0.48,0.49,0.0,0.18,0.14,0.18,1.01,1.48,0.15,0.615,0.0,0.01,0.0,0.01,0.01,0.0,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.77,0.26,0.0,0.32,1.45,0.0,1
18.34,110.3,5.033468345040245,6.28,1.64,0.11,-3.4059932388222443,1.92,0.41,0.41,0.01,0.2,0.13,0.09,1.07,1.52,0.17,0.525,0.0,0.0,0.0,0.05,0.0,0.02,0.08,0.17,0.0,0.01,0.02,0.0,0.0,0.05,0.63,0.47,0.0,0.06,1.21,0.0,1
20.07,115.51,4.7969096863175515,7.2,1.17,0.15,-3.3296157947184852,1.63,0.36,0.36,0.04,0.29,0.06,0.15,1.34,1.78,0.15,0.51,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.52,0.0,0.25,1.09,0.0,1
18.3,103.27,5.083874360644457,6.86,0.7,0.1,-3.971579234972676,1.66,0.49,0.49,0.01,0.3,0.09,0.14,1.15,1.62,0.16,0.665,0.0,0.0,0.0,0.01,0.01,0.04,0.05,0.08,0.0,0.0,0.0,0.0,0.0,0.01,0.73,0.42,0.0,0.1,1.48,0.0,1
20.44,116.77,4.7338346193974035,7.48,0.71,0.3,-3.242470450097846,1.38,0.43,0.43,0.0,0.45,0.1,0.15,1.17,1.81,0.27,0.55,0.0,0.0,0.0,0.02,0.0,0.02,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.7,0.48,0.0,0.18,1.29,0.0,1
14.04,81.92,4.74873576658182,4.84,0.54,0.08,-5.609556695156694,1.23,0.09,0.59,0.0,0.05,0.05,0.28,1.76,1.25,0.15,0.355,0.0,0.0,0.0,0.02,0.0,0.03,0.08,0.12,0.0,0.0,0.0,0.0,0.01,0.02,0.71,0.24,0.0,0.06,1.78,0.0,1
15.98,92.84,4.676583674426708,5.36,0.53,0.18,-4.801729912390487,1.87,0.21,0.62,0.0,0.07,0.07,0.38,1.84,1.15,0.15,0.405,0.0,0.0,0.0,0.04,0.0,0.02,0.1,0.01,0.0,0.0,0.0,0.0,0.03,0.06,0.81,0.35,0.0,0.18,1.87,0.0,1
15.05,87.79,4.65321244063627,4.64,0.37,0.15,-4.969137873754152,1.6,0.09,0.76,0.0,0.06,0.08,0.29,1.83,1.12,0.15,0.42,0.0,0.0,0.0,0.03,0.0,0.02,0.13,0.04,0.0,0.0,0.0,0.0,0.01,0.03,0.84,0.16,0.0,0.05,2.29,0.0,1
14.53,82.51,4.512893070114952,4.42,0.24,0.08,-5.554132759807295,2.01,0.13,0.93,0.0,0.08,0.06,0.19,2.2,0.84,0.14,0.485,0.0,0.01,0.0,0.02,0.0,0.04,0.16,0.01,0.0,0.0,0.0,0.0,0.02,0.02,0.97,0.22,0.0,0.05,2.79,0.0,1
12.8,71.2,4.40271060186965,4.14,0.12,0.02,-6.892062499999998,1.69,0.19,0.93,0.0,0.09,0.07,0.2,2.12,0.76,0.13,0.485,0.0,0.0,0.0,0.01,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.97,0.13,0.0,0.02,2.79,0.0,1
12.31,70.93,4.553157553335299,3.95,0.23,0.04,-6.657662144597888,1.41,0.51,0.79,0.0,0.08,0.08,0.26,2.11,0.85,0.16,0.44,0.0,0.0,0.0,0.03,0.0,0.01,0.09,0.01,0.0,0.0,0.0,0.0,0.01,0.03,0.84,0.12,0.0,0.04,2.38,0.0,1
12.31,69.59,4.506912421258813,3.98,0.07,0.0,-6.926061819658813,1.7,0.89,0.89,0.0,0.03,0.07,0.25,2.14,0.83,0.11,0.465,0.0,0.0,0.0,0.04,0.0,0.02,0.09,0.01,0.0,0.0,0.0,0.0,0.02,0.04,0.93,0.16,0.0,0.04,2.67,0.0,1
11.92,65.37,4.399482207546984,4.16,0.11,0.0,-7.525931543624161,1.75,0.88,0.88,0.0,0.07,0.07,0.13,2.03,0.75,0.07,0.46,0.0,0.0,0.0,0.03,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.92,0.17,0.0,0.04,2.64,0.0,1
10.94,61.98,4.504766028401834,3.65,0.08,0.0,-7.41882961608775,1.7,0.93,0.93,0.0,0.05,0.07,0.17,1.81,0.71,0.09,0.48,0.0,0.01,0.0,0.0,0.0,0.03,0.08,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.96,0.13,0.0,0.08,2.8,0.0,1
12.06,68.85,4.585896834071043,3.9,0.14,0.01,-6.7380096185737965,1.57,0.92,0.92,0.0,0.04,0.06,0.26,2.0,0.89,0.1,0.48,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.21,0.0,0.03,2.77,0.0,1
18.54,111.18,4.784589987514693,5.5,1.54,0.18,-2.9812985976267523,1.86,0.06,0.49,0.03,0.41,0.12,0.28,1.4,1.08,0.13,0.74,0.0,0.06,0.0,0.04,0.0,0.04,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.04,1.48,0.29,0.0,0.26,1.43,0.0,1
16.28,96.71,4.873917714097547,4.59,1.25,0.36,-4.486008845208843,1.55,0.03,0.52,0.01,0.33,0.12,0.32,1.27,1.06,0.12,0.78,0.0,0.04,0.0,0.05,0.0,0.09,0.13,0.1,0.0,0.01,0.0,0.0,0.0,0.05,1.54,0.27,0.0,0.17,1.51,0.0,1
17.63,102.72,4.668970884010349,5.66,1.29,0.2,-3.8483896199659675,1.68,0.21,0.61,0.02,0.22,0.21,0.27,1.31,1.22,0.11,0.815,0.0,0.05,0.0,0.05,0.0,0.03,0.14,0.07,0.0,0.01,0.0,0.0,0.0,0.05,1.55,0.22,0.0,0.2,1.73,0.0,1
16.93,103.16,4.861012133784613,4.73,1.53,0.28,-4.066567572356762,2.28,0.04,0.77,0.0,0.29,0.1,0.37,1.55,0.85,0.06,0.9,0.0,0.11,0.0,0.04,0.02,0.04,0.15,0.06,0.0,0.0,0.02,0.0,0.0,0.04,1.78,0.14,0.0,0.15,2.23,0.0,1
16.94,101.63,4.782973011879288,4.75,1.31,0.22,-4.135229988193622,2.16,0.05,0.78,0.0,0.22,0.11,0.35,1.45,1.0,0.12,0.87,0.0,0.02,0.0,0.06,0.0,0.1,0.26,0.06,0.0,0.01,0.0,0.0,0.02,0.06,1.7,0.25,0.0,0.28,2.27,0.0,1
16.05,96.54,4.807654481496843,4.48,1.45,0.22,-4.661964174454829,2.17,0.27,0.77,0.01,0.17,0.1,0.24,1.46,1.01,0.12,0.82,0.0,0.05,0.0,0.06,0.0,0.12,0.11,0.14,0.0,0.01,0.02,0.0,0.0,0.07,1.62,0.16,0.0,0.11,2.27,0.0,1
17.44,107.25,4.926708759555488,4.63,1.66,0.35,-3.822115596330274,2.09,0.77,0.79,0.03,0.36,0.1,0.32,1.36,0.9,0.06,0.855,0.01,0.12,0.0,0.07,0.0,0.04,0.21,0.08,0.0,0.03,0.0,0.0,0.0,0.07,1.69,0.27,0.0,0.18,2.23,0.0,1
17.17,105.14,4.877226072476876,4.84,1.4,0.26,-3.7324885847408247,2.81,0.84,0.86,0.04,0.2,0.2,0.41,1.51,0.9,0.07,0.91,0.0,0.02,0.0,0.05,0.02,0.03,0.17,0.07,0.0,0.0,0.0,0.0,0.0,0.05,1.76,0.17,0.0,0.25,2.4,0.0,1
16.19,96.54,4.749684748592605,5.04,1.08,0.21,-4.523830821494748,1.58,0.7,0.7,0.0,0.21,0.2,0.35,1.51,1.17,0.08,0.815,0.0,0.05,0.0,0.0,0.0,0.1,0.1,0.05,0.0,0.0,0.0,0.04,0.0,0.02,1.49,0.32,0.0,0.34,2.0,0.0,1
16.01,96.91,4.767966800335426,4.66,1.08,0.13,-4.2531580886945655,1.54,0.84,0.85,0.0,0.18,0.08,0.37,1.9,1.12,0.12,0.935,0.0,0.02,0.0,0.0,0.0,0.2,0.11,0.05,0.0,0.01,0.0,0.1,0.0,0.03,1.81,0.29,0.0,0.28,2.38,0.0,1
14.02,88.7,5.24638888719403,4.84,0.91,0.4,-4.171700713266761,0.75,0.0,0.14,0.0,0.73,0.09,0.22,1.3,1.03,0.28,0.325,0.0,0.02,0.0,0.05,0.0,0.23,0.22,0.33,0.01,0.0,0.0,0.0,0.0,0.06,0.63,0.25,0.0,0.12,0.46,0.0,1
12.29,78.04,5.23853962519697,3.91,0.85,0.23,-4.920903254678599,0.77,0.0,0.3,0.0,0.72,0.1,0.27,1.19,0.98,0.21,0.295,0.02,0.0,0.0,0.03,0.0,0.13,0.05,0.19,0.03,0.0,0.0,0.0,0.01,0.03,0.59,0.15,0.0,0.08,0.9,0.0,1
11.92,78.71,5.477429915890709,3.25,1.07,0.79,-4.526434899328859,1.49,0.0,0.4,0.0,0.5,0.12,0.21,1.29,0.65,0.03,0.335,0.01,0.0,0.0,0.02,0.0,0.04,0.23,0.25,0.0,0.0,0.0,0.0,0.0,0.05,0.67,0.2,0.0,0.08,1.2,0.0,1
13.91,87.48,5.17719478191214,4.16,1.08,0.58,-4.583216462976274,1.74,0.18,0.5,0.0,0.41,0.2,0.13,1.45,1.01,0.12,0.435,0.0,0.0,0.0,0.03,0.0,0.05,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.03,0.85,0.21,0.0,0.09,1.49,0.0,1
15.18,101.5,5.392747256226835,4.08,1.58,1.07,-3.256756521739131,1.74,0.02,0.49,0.03,0.54,0.13,0.21,2.2,1.08,0.15,0.545,0.0,0.0,0.0,0.09,0.0,0.05,0.23,0.25,0.02,0.0,0.02,0.0,0.01,0.09,1.09,0.23,0.0,0.02,1.48,0.0,1
14.24,94.72,5.251717547661129,4.09,1.22,0.99,-3.8960910112359546,1.14,0.07,0.5,0.0,0.48,0.07,0.17,1.79,0.82,0.07,0.475,0.01,0.0,0.0,0.09,0.0,0.04,0.47,0.14,0.01,0.0,0.0,0.0,0.0,0.09,0.95,0.19,0.0,0.07,1.47,0.0,1
15.57,102.12,5.2870052967683385,4.6,1.41,0.73,-3.3865503532434165,0.98,0.07,0.39,0.01,0.51,0.04,0.13,2.04,1.14,0.14,0.455,0.0,0.04,0.0,0.14,0.0,0.07,0.53,0.16,0.0,0.0,0.0,0.0,0.01,0.16,0.91,0.23,0.0,0.14,1.11,0.0,1
13.63,87.03,5.178859747009917,3.98,1.05,0.68,-4.577748275862067,1.33,0.02,0.5,0.01,0.48,0.13,0.1,1.41,0.93,0.09,0.47,0.01,0.0,0.0,0.05,0.0,0.04,0.21,0.08,0.02,0.0,0.02,0.0,0.02,0.06,0.94,0.16,0.0,0.07,1.44,0.0,1
14.5,89.56,4.977361592869374,4.39,0.86,0.7,-4.710448275862069,1.83,0.0,0.48,0.03,0.5,0.04,0.17,1.6,0.9,0.1,0.37,0.01,0.0,0.0,0.02,0.0,0.09,0.13,0.08,0.01,0.01,0.0,0.0,0.03,0.03,0.74,0.23,0.0,0.12,1.39,0.0,1
14.25,93.46,5.2981144728202185,3.23,1.0,0.83,-4.351938596491227,2.46,0.0,0.69,0.02,0.57,0.06,0.2,1.46,0.76,0.07,0.52,0.0,0.01,0.0,0.08,0.0,0.08,0.32,0.24,0.0,0.0,0.0,0.0,0.08,0.08,1.04,0.16,0.0,0.08,2.06,0.0,1
15.45,91.8,4.888578645213776,5.45,0.92,0.74,-4.9590631067961155,1.24,0.38,0.38,0.01,0.59,0.58,0.35,2.04,1.03,0.11,0.31,0.0,0.0,0.0,0.05,0.0,0.08,0.14,0.14,0.01,0.01,0.0,0.0,0.0,0.05,0.52,0.41,0.0,0.32,1.15,0.0,1
14.56,86.93,4.758771392282897,5.09,0.9,0.79,-5.340720879120877,1.08,0.31,0.31,0.0,0.32,0.53,0.24,1.9,1.27,0.17,0.255,0.0,0.01,0.0,0.03,0.0,0.13,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.03,0.41,0.43,0.0,0.51,0.97,0.0,1
15.68,93.02,4.830314157500452,5.46,1.02,0.62,-4.936917346938776,1.41,0.31,0.31,0.01,0.34,0.42,0.21,2.04,1.17,0.15,0.275,0.0,0.03,0.0,0.05,0.02,0.04,0.15,0.05,0.0,0.01,0.0,0.0,0.0,0.05,0.55,0.45,0.0,0.26,0.98,0.0,1
14.5,85.49,4.922820910125041,5.23,1.09,0.48,-5.540517241379309,1.48,0.41,0.41,0.01,0.18,0.2,0.13,2.38,1.15,0.12,0.295,0.0,0.0,0.0,0.03,0.0,0.05,0.03,0.18,0.05,0.0,0.0,0.0,0.0,0.03,0.55,0.48,0.0,0.46,1.23,0.0,1
13.2,77.14,4.900751388799639,4.55,0.88,0.42,-5.963363636363637,0.94,0.32,0.32,0.03,0.17,0.36,0.14,1.81,0.91,0.16,0.325,0.0,0.0,0.0,0.01,0.0,0.04,0.04,0.1,0.02,0.0,0.0,0.0,0.0,0.01,0.57,0.49,0.0,0.16,0.99,0.0,1
15.1,86.63,4.769175339076497,5.41,0.93,0.37,-5.934377483443708,1.29,0.35,0.35,0.02,0.16,0.4,0.2,1.83,1.03,0.07,0.37,0.0,0.0,0.0,0.0,0.0,0.12,0.07,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.51,0.0,0.18,1.07,0.0,1
15.92,92.21,4.654284710141286,5.46,0.85,0.55,-5.526928643216079,1.24,0.42,0.42,0.01,0.2,0.35,0.23,2.31,1.27,0.16,0.36,0.0,0.04,0.0,0.04,0.0,0.13,0.05,0.08,0.02,0.01,0.0,0.0,0.0,0.04,0.64,0.49,0.0,0.32,1.3,0.0,1
17.21,98.7,4.600232984611706,6.21,0.74,0.54,-4.736786809994189,0.85,0.29,0.29,0.01,0.08,0.38,0.34,2.14,1.67,0.19,0.305,0.0,0.0,0.0,0.05,0.04,0.06,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.59,0.5,0.0,0.31,0.92,0.0,1
16.11,92.25,4.792445473629798,6.01,0.86,0.62,-5.278546306641838,1.14,0.28,0.28,0.01,0.12,0.45,0.2,1.98,1.22,0.2,0.175,0.0,0.0,0.0,0.08,0.02,0.12,0.01,0.09,0.0,0.01,0.0,0.0,0.0,0.08,0.35,0.55,0.0,0.18,0.92,0.0,1
14.56,85.61,4.80460128469262,4.87,1.01,0.34,-5.405556043956043,1.23,0.38,0.38,0.0,0.64,0.32,0.25,1.88,1.12,0.09,0.31,0.0,0.01,0.0,0.01,0.06,0.14,0.1,0.07,0.0,0.01,0.0,0.0,0.0,0.01,0.62,0.22,0.0,0.1,1.18,0.0,1
15.06,82.55,4.435687243930124,4.95,0.34,0.5,-5.798937317397078,1.45,0.0,0.3,0.0,0.11,0.04,0.21,0.84,1.34,0.16,0.86,0.0,0.0,0.0,0.01,0.0,0.19,0.12,0.06,0.0,0.0,0.0,0.0,0.0,0.02,0.64,0.21,0.0,0.0,0.87,0.0,1
14.11,76.05,4.269793539064504,4.42,0.24,0.28,-6.432528773919206,1.2,0.01,0.33,0.0,0.06,0.08,0.22,0.73,1.08,0.12,0.59,0.0,0.0,0.0,0.01,0.01,0.22,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.62,0.21,0.0,0.0,0.99,0.0,1
16.11,87.43,4.405436559478619,5.83,0.43,0.35,-6.054958472998138,1.86,0.0,0.28,0.02,0.08,0.06,0.16,0.65,1.37,0.14,0.915,0.0,0.0,0.0,0.0,0.0,0.35,0.13,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.75,0.3,0.0,0.0,0.85,0.0,1
15.23,78.69,4.19993398677239,5.28,0.22,0.19,-6.56664931057124,1.66,0.0,0.25,0.0,0.14,0.09,0.15,0.48,1.01,0.07,0.75,0.0,0.0,0.0,0.01,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.56,0.26,0.0,0.0,0.72,0.0,1
12.74,70.82,4.536568433389362,4.05,0.39,0.34,-6.4256386185243315,0.98,0.03,0.26,0.0,0.06,0.05,0.09,0.55,0.91,0.13,0.995,0.0,0.0,0.0,0.0,0.0,0.23,0.13,0.04,0.01,0.0,0.0,0.0,0.0,0.01,0.73,0.26,0.0,0.0,0.77,0.0,1
12.93,72.09,4.431992779421531,4.3,0.46,0.43,-6.997261330239752,1.62,0.03,0.29,0.0,0.29,0.03,0.08,0.65,0.96,0.17,1.055,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.26,0.0,0.0,0.87,0.0,1
14.34,77.21,4.348284217904204,5.15,0.4,0.35,-6.516646861924686,0.98,0.01,0.24,0.01,0.12,0.06,0.03,0.47,1.28,0.13,0.895,0.0,0.0,0.0,0.0,0.0,0.27,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.77,0.26,0.0,0.06,0.68,0.0,1
12.28,64.5,4.147655179075163,4.9,0.31,0.22,-7.629790228013029,0.72,0.13,0.19,0.0,0.04,0.06,0.02,0.31,1.02,0.15,1.19,0.0,0.0,0.0,0.0,0.0,0.16,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.44,0.0,0.0,0.55,0.0,1
11.4,63.93,4.368935846405208,3.92,0.3,0.2,-7.635052631578946,0.59,0.18,0.18,0.0,0.1,0.04,0.1,0.33,0.8,0.06,1.8,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.27,0.0,0.0,0.5,0.0,1
